token,kelas,bobot
mohmahfudmd,Pendidikan,0.0
moral,Pendidikan,0.0
mpr,Pendidikan,5.4439544E-5
mrk,Pendidikan,0.0
muda,Pendidikan,0.0
mudah,Pendidikan,0.0
mulai,Pendidikan,0.0
muncul,Pendidikan,0.0
mundur,Pendidikan,5.4439544E-5
mungkin,Pendidikan,0.0
murah,Pendidikan,0.0
nah,Pendidikan,0.0
naik,Pendidikan,0.0
nak,Pendidikan,0.0
nama,Pendidikan,0.0
namun,Pendidikan,0.0
nanti,Pendidikan,0.0
nas,Pendidikan,0.0
nasi,Pendidikan,0.0
nasib,Pendidikan,0.0
nasional,Pendidikan,0.0
negara,Pendidikan,0.0
negeri,Pendidikan,0.0
news,Pendidikan,0.0
nilai,Pendidikan,0.0
no,Pendidikan,0.0
nol,Pendidikan,0.0
nomor,Pendidikan,0.0
nonarray,Pendidikan,0.0
ntt,Pendidikan,0.0
nu,Pendidikan,0.0
nusantara,Pendidikan,0.0
nya,Pendidikan,0.0
nyapres,Pendidikan,0.0
nyata,Pendidikan,0.0
o,Pendidikan,0.0
of,Pendidikan,0.0
ogah,Pendidikan,0.0
oh,Pendidikan,0.0
okezonenews,Pendidikan,0.0
okowi,Pendidikan,0.0
oleh,Pendidikan,0.0
om,Pendidikan,0.0
opahcuki,Pendidikan,0.0
orang,Pendidikan,0.0
orasi,Pendidikan,0.0
otak,Pendidikan,5.4439544E-5
outsourching,Pendidikan,0.0
outsourcing,Pendidikan,0.0
p,Pendidikan,0.0
pada,Pendidikan,0.0
padahal,Pendidikan,0.0
padu,Pendidikan,5.2467105E-4
pagi,Pendidikan,0.0
paham,Pendidikan,0.0
pak,Pendidikan,0.0
pakai,Pendidikan,0.0
paling,Pendidikan,0.0
pan,Pendidikan,0.0
pangan,Pendidikan,0.0
pantas,Pendidikan,0.0
para,Pendidikan,0.0
partai,Pendidikan,0.0
partaisocmed,Pendidikan,0.0
pas,Pendidikan,0.0
pasang,Pendidikan,0.0
pasar,Pendidikan,0.0
pasrah,Pendidikan,0.0
pasti,Pendidikan,0.0
pasu,Pendidikan,0.0
patok,Pendidikan,0.0
patungan,Pendidikan,0.0
pdi,Pendidikan,0.0
pdip,Pendidikan,0.0
peduli,Pendidikan,0.0
pekik,Pendidikan,0.0
pelangi,Pendidikan,0.0
pencapresan,Pendidikan,0.0
penting,Pendidikan,0.0
penuh,Pendidikan,0.0
percaya,Pendidikan,0.0
perempuan,Pendidikan,0.0
perintah,Pendidikan,0.0
peristiwa,Pendidikan,0.0
perlu,Pendidikan,0.0
pernah,Pendidikan,0.0
pesan,Pendidikan,0.0
peta,Pendidikan,0.0
pihak,Pendidikan,0.0
pikir,Pendidikan,0.0
pilih,Pendidikan,0.0
pilpres,Pendidikan,0.0
pilu,Pendidikan,0.0
pimpin,Pendidikan,0.0
pintar,Pendidikan,0.0
pisah,Pendidikan,0.0
pkb,Pendidikan,0.0
pks,Pendidikan,0.0
pkspiyungan,Pendidikan,0.0
pocong,Pendidikan,1.3116776E-4
polisi,Pendidikan,5.4439544E-5
politik,Pendidikan,1.0887909E-4
popularitas,Pendidikan,0.0
populer,Pendidikan,0.0
poros,Pendidikan,0.0
poster,Pendidikan,0.0
ppp,Pendidikan,0.0
prabowo,Pendidikan,0.0
prediksi,Pendidikan,0.0
presiden,Pendidikan,0.0
prestasi,Pendidikan,0.0
pribumig,Pendidikan,0.0
prihatin,Pendidikan,0.0
pro,Pendidikan,0.0
produk,Pendidikan,0.0
prof,Pendidikan,0.0
profesional,Pendidikan,0.0
program,Pendidikan,0.0
proxy,Pendidikan,0.0
prt,Pendidikan,0.0
publik,Pendidikan,0.0
puja,Pendidikan,0.0
puji,Pendidikan,0.0
puluh,Pendidikan,0.0
pun,Pendidikan,0.0
punya,Pendidikan,0.0
putih,Pendidikan,0.0
putus,Pendidikan,0.0
ragu,Pendidikan,0.0
rahasia,Pendidikan,0.0
raih,Pendidikan,0.0
rakyat,Pendidikan,0.0
ramping,Pendidikan,0.0
rapat,Pendidikan,0.0
rasa,Pendidikan,0.0
ratu_adil,Pendidikan,0.0
ratus,Pendidikan,0.0
raya,Pendidikan,0.0
relawan,Pendidikan,0.0
rencana,Pendidikan,0.0
republikaonline,Pendidikan,0.0
residen014,Pendidikan,0.0
residen014com,Pendidikan,0.0
resmi,Pendidikan,0.0
revolusi,Pendidikan,0.0
ri,Pendidikan,0.0
ribu,Pendidikan,0.0
rieke_diah,Pendidikan,0.0
rimanews,Pendidikan,0.0
rmolco,Pendidikan,0.0
rr,Pendidikan,0.0
rt,Pendidikan,0.0
rumah,Pendidikan,0.0
rupa,Pendidikan,0.0
saat,Pendidikan,0.0
sadar,Pendidikan,0.0
saididu,Pendidikan,0.0
saja,Pendidikan,0.0
sakit,Pendidikan,0.0
salah,Pendidikan,0.0
sama,Pendidikan,0.0
samad,Pendidikan,0.0
sampah,Pendidikan,0.0
sampai,Pendidikan,0.0
sangat,Pendidikan,0.0
santai,Pendidikan,0.0
santri,Pendidikan,0.0
sapi,Pendidikan,0.0
saran,Pendidikan,0.0
satu,Pendidikan,0.0
saudara,Pendidikan,0.0
saya,Pendidikan,0.0
sayang,Pendidikan,0.0
sayapilihjokowi,Pendidikan,0.0
sayasujiatmi,Pendidikan,0.0
sby,Pendidikan,0.0
sda,Pendidikan,0.0
se,Pendidikan,0.0
sebab,Pendidikan,0.0
sebut,Pendidikan,0.0
sedang,Pendidikan,0.0
sederhana,Pendidikan,0.0
sehat,Pendidikan,0.0
sejahtera,Pendidikan,0.0
sejak,Pendidikan,0.0
sekarang,Pendidikan,0.0
sekarbarbiegirl,Pendidikan,0.0
selain,Pendidikan,0.0
selalu,Pendidikan,0.0
selamat,Pendidikan,0.0
selesai,Pendidikan,0.0
seluruh,Pendidikan,0.0
semangat,Pendidikan,0.0
semiaji_w,Pendidikan,0.0
sempat,Pendidikan,0.0
semua,Pendidikan,0.0
senang,Pendidikan,0.0
sendiri,Pendidikan,0.0
sepakat,Pendidikan,0.0
sepeda,Pendidikan,0.0
seperti,Pendidikan,0.0
serah,Pendidikan,0.0
serang,Pendidikan,0.0
serbet,Pendidikan,0.0
serikat,Pendidikan,0.0
sering,Pendidikan,0.0
seru,Pendidikan,0.0
setelah,Pendidikan,0.0
sholat,Pendidikan,0.0
si,Pendidikan,0.0
siap,Pendidikan,0.0
siapa,Pendidikan,0.0
sih,Pendidikan,0.0
sikap,Pendidikan,0.0
sindir,Pendidikan,0.0
singa_maritim,Pendidikan,0.0
sistem,Pendidikan,5.4439544E-5
slang,Pendidikan,0.0
sm,Pendidikan,0.0
smp,Pendidikan,0.0
soal,Pendidikan,0.0
sodor,Pendidikan,0.0
sok,Pendidikan,0.0
sokan,Pendidikan,0.0
sokong,Pendidikan,0.0
solo,Pendidikan,0.0
sorot,Pendidikan,0.0
sosial,Pendidikan,0.0
sosok,Pendidikan,0.0
spi,Pendidikan,0.0
st,Pendidikan,0.0
sua,Pendidikan,0.0
suai,Pendidikan,0.0
suara,Pendidikan,0.0
subsidi,Pendidikan,0.0
subuh,Pendidikan,0.0
sudah,Pendidikan,0.0
suka,Pendidikan,0.0
sukses,Pendidikan,0.0
sumpah,Pendidikan,0.0
survei,Pendidikan,0.0
surya,Pendidikan,5.4439544E-5
susul,Pendidikan,0.0
susup,Pendidikan,0.0
sy,Pendidikan,0.0
t,Pendidikan,0.0
tadi,Pendidikan,0.0
tahu,Pendidikan,0.0
tahun,Pendidikan,0.0
tak,Pendidikan,0.0
takut,Pendidikan,0.0
tambah,Pendidikan,0.0
tanda,Pendidikan,0.0
tang,Pendidikan,0.0
tanggap,Pendidikan,0.0
tani,Pendidikan,0.0
tanpa,Pendidikan,0.0
tanya,Pendidikan,0.0
tapi,Pendidikan,0.0
tarik,Pendidikan,0.0
tawa,Pendidikan,0.0
tbayupatti,Pendidikan,0.0
tegas,Pendidikan,0.0
tekan,Pendidikan,0.0
telah,Pendidikan,0.0
teman,Pendidikan,0.0
tempat,Pendidikan,0.0
tempodotco,Pendidikan,0.0
temu,Pendidikan,5.4439544E-5
tengah,Pendidikan,0.0
tengok,Pendidikan,0.0
tentang,Pendidikan,0.0
tentu,Pendidikan,0.0
tepat,Pendidikan,0.0
terang,Pendidikan,0.0
terima,Pendidikan,0.0
ternak,Pendidikan,0.0
terobos,Pendidikan,0.0
terus,Pendidikan,0.0
tetap,Pendidikan,0.0
tetep,Pendidikan,0.0
tfb,Pendidikan,0.0
the,Pendidikan,0.0
tiap,Pendidikan,0.0
tiba,Pendidikan,0.0
tidak,Pendidikan,0.0
tiga,Pendidikan,0.0
tim,Pendidikan,0.0
timbang,Pendidikan,0.0
timur,Pendidikan,0.0
tinggal,Pendidikan,0.0
tipu,Pendidikan,0.0
tiru,Pendidikan,0.0
to,Pendidikan,0.0
tokoh,Pendidikan,0.0
tolak,Pendidikan,0.0
top,Pendidikan,0.0
topeng,Pendidikan,0.0
transportasi,Pendidikan,0.0
trauma,Pendidikan,0.0
tribunnews,Pendidikan,0.0
triomacan,Pendidikan,0.0
triomacan000,Pendidikan,0.0
tu,Pendidikan,0.0
tuduh,Pendidikan,0.0
tuhan,Pendidikan,0.0
tuit,Pendidikan,0.0
tuju,Pendidikan,0.0
tum,Pendidikan,0.0
tunggu,Pendidikan,0.0
tuntas,Pendidikan,0.0
tuntut,Pendidikan,0.0
turun,Pendidikan,0.0
turut,Pendidikan,0.0
tutup,Pendidikan,0.0
tv,Pendidikan,0.0
uang,Pendidikan,0.0
ubah,Pendidikan,0.0
uji,Pendidikan,2.6233552E-4
ujung,Pendidikan,0.0
ump,Pendidikan,0.0
umum,Pendidikan,0.0
un,Pendidikan,3.2663727E-4
undang,Pendidikan,0.0
ungkap,Pendidikan,0.0
untuk,Pendidikan,0.0
untung,Pendidikan,0.0
upah,Pendidikan,0.0
urus,Pendidikan,0.0
usaha,Pendidikan,0.0
usai,Pendidikan,0.0
usul,Pendidikan,0.0
usung,Pendidikan,0.0
ut,Pendidikan,0.0
uu,Pendidikan,0.0
via,Pendidikan,0.0
video,Pendidikan,0.0
visi,Pendidikan,0.0
vs,Pendidikan,0.0
wah,Pendidikan,0.0
wakil,Pendidikan,0.0
waktu,Pendidikan,0.0
wanita,Pendidikan,0.0
wapres,Pendidikan,5.4439544E-5
warga,Pendidikan,0.0
warna,Pendidikan,0.0
wong,Pendidikan,0.0
wow,Pendidikan,0.0
wujud,Pendidikan,0.0
ya,Pendidikan,0.0
yah,Pendidikan,0.0
yakin,Pendidikan,0.0
yang,Pendidikan,0.0
yg,Pendidikan,0.0
youtube,Pendidikan,0.0
1,Hukum-Politik,1.18522716E-4
10,Hukum-Politik,2.3704544E-5
2,Hukum-Politik,0.0
2014,Hukum-Politik,0.0
3,Hukum-Politik,7.111363E-5
4,Hukum-Politik,0.0
5,Hukum-Politik,9.481818E-5
6,Hukum-Politik,5.53106E-5
7,Hukum-Politik,5.53106E-5
9,Hukum-Politik,0.0
99,Hukum-Politik,7.901514E-6
Abraham,Hukum-Politik,5.53106E-5
Aceh,Hukum-Politik,1.9038072E-5
Ahok,Hukum-Politik,0.0
Ambulan,Hukum-Politik,1.5803029E-5
Assadiqulhaq,Hukum-Politik,6.3212115E-5
BEJO,Hukum-Politik,0.0
Bara_Jokowi,Hukum-Politik,1.7134266E-4
Bertemu,Hukum-Politik,0.002893787
Bimbim,Hukum-Politik,1.9038072E-5
Bisniscom,Hukum-Politik,7.901514E-6
Blusukan,Hukum-Politik,0.0
Caleg,Hukum-Politik,0.0
Capres,Hukum-Politik,0.0
Cawapres,Hukum-Politik,0.0
Cawapresnya,Hukum-Politik,2.0543938E-4
Chrisnandi,Hukum-Politik,0.0
Dahlan,Hukum-Politik,4.740909E-5
Dampingi,Hukum-Politik,3.9507573E-5
Deal,Hukum-Politik,3.7137116E-4
Dolly,Hukum-Politik,1.9038072E-5
Dunia_Que,Hukum-Politik,0.0
ESEMKA,Hukum-Politik,7.615229E-5
Effect,Hukum-Politik,0.0
Esemka,Hukum-Politik,7.901514E-6
Fahrihamzah,Hukum-Politik,5.53106E-5
Foke,Hukum-Politik,1.9038072E-5
FollowRadioPepatah,Hukum-Politik,3.4268532E-4
GSPB,Hukum-Politik,0.0
GantiJakarta,Hukum-Politik,1.5803029E-5
Gerindra,Hukum-Politik,3.8076146E-4
Geruduk,Hukum-Politik,0.0
Golkar,Hukum-Politik,5.53106E-5
Gondangdia,Hukum-Politik,9.5190364E-5
HTTP,Hukum-Politik,0.0
Hafidz_Ary,Hukum-Politik,0.0012755509
Haha,Hukum-Politik,0.0
Hahaha,Hukum-Politik,1.5803029E-5
Hanura,Hukum-Politik,3.8076145E-5
Host,Hukum-Politik,0.0
Hura,Hukum-Politik,7.901514E-6
Ical,Hukum-Politik,0.0
Imin,Hukum-Politik,5.711422E-5
Indosiar,Hukum-Politik,0.0
IndosiarID,Hukum-Politik,1.9038072E-5
Interupsi_ID,Hukum-Politik,7.901514E-6
Iskan,Hukum-Politik,9.5190364E-5
IwanPiliang,Hukum-Politik,7.901514E-6
Izrail,Hukum-Politik,0.0
JKW4P,Hukum-Politik,0.0
JKWaInd,Hukum-Politik,1.5803029E-5
JKWaP,Hukum-Politik,0.0
JOKOWI,Hukum-Politik,0.0
JPNN,Hukum-Politik,7.901514E-6
JTmor,Hukum-Politik,2.3704544E-5
Jakarta,Hukum-Politik,0.0
Jakut,Hukum-Politik,0.0
Jasmev,Hukum-Politik,4.740909E-5
Jatim,Hukum-Politik,0.0
Jawa,Hukum-Politik,7.901514E-6
JkwaInd,Hukum-Politik,0.0
Joko,Hukum-Politik,4.740909E-5
Jokowi,Hukum-Politik,0.0
JokowiCentre,Hukum-Politik,0.0
JokowiJK,Hukum-Politik,9.481818E-5
Jokowi_do,Hukum-Politik,6.3212115E-5
JokowiaMe,Hukum-Politik,9.481818E-5
JokowiforPresident,Hukum-Politik,3.9507573E-5
Jusuf,Hukum-Politik,0.0
KSPI,Hukum-Politik,8.691666E-5
Kalangan,Hukum-Politik,0.0
Kalla,Hukum-Politik,0.0
KartikaDjumadi,Hukum-Politik,7.901514E-6
KilasIndonesia,Hukum-Politik,7.901514E-6
Kunjungi,Hukum-Politik,3.9507573E-5
Lyrik,Hukum-Politik,0.0
Mahfud,Hukum-Politik,0.0
MangUsil,Hukum-Politik,1.2642423E-4
MayDay,Hukum-Politik,1.7134266E-4
Megawati,Hukum-Politik,2.212424E-4
Metro_TV,Hukum-Politik,2.3704544E-5
Mojokerto,Hukum-Politik,0.0
Muhaimin,Hukum-Politik,2.3704544E-5
Musrenbangnas,Hukum-Politik,1.9038072E-5
MustofaNahra,Hukum-Politik,0.0
NEWS,Hukum-Politik,7.9015146E-5
NKRI,Hukum-Politik,2.3704544E-5
NMCBINUSroia,Hukum-Politik,0.0
NasDem,Hukum-Politik,0.0010090179
Nasdem,Hukum-Politik,4.188376E-4
News,Hukum-Politik,0.0
Ngotot,Hukum-Politik,7.901514E-6
Nonton,Hukum-Politik,0.0
Online,Hukum-Politik,1.5803029E-5
OpenFollow,Hukum-Politik,7.111363E-5
Outsourcing,Hukum-Politik,1.5803029E-5
PDIP,Hukum-Politik,0.0014933862
PDI_Perjuangan,Hukum-Politik,0.0
PRABOWO,Hukum-Politik,0.0
PartaiSocmed,Hukum-Politik,7.9015146E-5
Pelayan,Hukum-Politik,0.0
Pencapresan,Hukum-Politik,5.53106E-5
Pilpres,Hukum-Politik,5.53106E-5
Prabowo,Hukum-Politik,0.0
Prabowoob,Hukum-Politik,0.0
Pranowo,Hukum-Politik,0.0
Proxy,Hukum-Politik,0.0
Recoki,Hukum-Politik,0.0
Relawan_jokowi,Hukum-Politik,0.0
Republika,Hukum-Politik,1.5803029E-5
Rhoma,Hukum-Politik,1.106212E-4
Rieke,Hukum-Politik,1.9038072E-5
RigelDij,Hukum-Politik,2.3704544E-5
Ronnie_Rusli,Hukum-Politik,5.53106E-5
Ryacudu,Hukum-Politik,5.53106E-5
Ryamizard,Hukum-Politik,1.0271969E-4
Ryamizard_R,Hukum-Politik,3.1606058E-5
SBSI,Hukum-Politik,7.901514E-6
SBYudhoyono,Hukum-Politik,9.5190364E-5
Sarah_Pnd,Hukum-Politik,0.0
SaveAnasU,Hukum-Politik,5.711422E-5
SayaPilihJokowi,Hukum-Politik,3.9507573E-5
Sekjen,Hukum-Politik,2.6865152E-4
Setelah,Hukum-Politik,3.239621E-4
Subianto,Hukum-Politik,0.0
Tangerang,Hukum-Politik,1.5803029E-5
TeamFollowBack,Hukum-Politik,5.53106E-5
Temui,Hukum-Politik,2.3704544E-5
Tertawaan,Hukum-Politik,0.0
Tina_Talisa,Hukum-Politik,1.9038072E-5
Transparent,Hukum-Politik,0.0
Tribun,Hukum-Politik,3.9507573E-5
TrioMacan,Hukum-Politik,0.0
TuitIndonesia,Hukum-Politik,0.0
VIVAPemilu,Hukum-Politik,2.4749496E-4
VIVAnews,Hukum-Politik,1.9038073E-4
WJB__,Hukum-Politik,2.3704544E-5
Widodo,Hukum-Politik,3.9507573E-5
YouTube,Hukum-Politik,4.740909E-5
Yuddy,Hukum-Politik,0.0
_,Hukum-Politik,0.0
a,Hukum-Politik,0.0
aPartaiSocmed,Hukum-Politik,1.5803029E-5
abubakarsidiqjj,Hukum-Politik,1.5803029E-5
aburizalbakrie,Hukum-Politik,3.8076145E-5
acan000,Hukum-Politik,0.0
acara,Hukum-Politik,7.901514E-6
ada,Hukum-Politik,0.0
adalah,Hukum-Politik,0.0
adetikcom,Hukum-Politik,6.3212115E-5
adik,Hukum-Politik,1.9038072E-5
adil,Hukum-Politik,1.1422844E-4
adu,Hukum-Politik,1.5803029E-5
agama,Hukum-Politik,5.711422E-5
agar,Hukum-Politik,0.0
ah,Hukum-Politik,3.1606058E-5
ahok,Hukum-Politik,0.0
ajak,Hukum-Politik,2.3704544E-5
ajar,Hukum-Politik,3.8076145E-5
akan,Hukum-Politik,0.0
akhir,Hukum-Politik,1.5803029E-5
akompascom,Hukum-Politik,2.3704544E-5
aksi,Hukum-Politik,0.0
aku,Hukum-Politik,0.0
akun,Hukum-Politik,0.0
al,Hukum-Politik,0.0
ala,Hukum-Politik,0.0
alami,Hukum-Politik,3.8076145E-5
alas,Hukum-Politik,4.1087877E-4
alhamdulillah,Hukum-Politik,3.8076145E-5
aliputangdotcom,Hukum-Politik,7.901514E-6
aman,Hukum-Politik,1.1422844E-4
amat,Hukum-Politik,7.9015146E-5
ambil,Hukum-Politik,7.9015146E-5
ambulans,Hukum-Politik,0.0
amohmahfudmd,Hukum-Politik,7.111363E-5
amrbodel,Hukum-Politik,0.0
anak,Hukum-Politik,0.0
anda,Hukum-Politik,0.0
aneh,Hukum-Politik,3.1606058E-5
anggap,Hukum-Politik,6.3212115E-5
antara,Hukum-Politik,0.0022084164
antek,Hukum-Politik,3.1606058E-5
anti,Hukum-Politik,0.0
anull,Hukum-Politik,3.1606058E-5
apa,Hukum-Politik,0.0
apakah,Hukum-Politik,5.53106E-5
apalagi,Hukum-Politik,0.0
arah,Hukum-Politik,3.9507573E-5
arb,Hukum-Politik,0.0
arepublikaonline,Hukum-Politik,0.0
arti,Hukum-Politik,1.5803029E-5
as,Hukum-Politik,6.3212115E-5
asal,Hukum-Politik,3.9507573E-5
asing,Hukum-Politik,1.3432576E-4
asli,Hukum-Politik,7.901514E-6
asmev014,Hukum-Politik,4.740909E-5
atas,Hukum-Politik,0.0
atau,Hukum-Politik,0.0
awal,Hukum-Politik,2.3704544E-5
ayo,Hukum-Politik,2.3704544E-5
b,Hukum-Politik,7.901514E-6
baca,Hukum-Politik,1.0271969E-4
bagai,Hukum-Politik,0.0
bagaimana,Hukum-Politik,4.740909E-5
bagi,Hukum-Politik,3.0025755E-4
bagus,Hukum-Politik,2.3704544E-5
bahan,Hukum-Politik,7.901514E-6
bahas,Hukum-Politik,0.0
bahkan,Hukum-Politik,3.1606058E-5
bahwa,Hukum-Politik,3.9507573E-5
baik,Hukum-Politik,0.0
baju,Hukum-Politik,0.0
bakal,Hukum-Politik,3.9507573E-5
bakar,Hukum-Politik,0.0
balik,Hukum-Politik,5.53106E-5
banding,Hukum-Politik,8.567133E-4
bang,Hukum-Politik,5.53106E-5
banget,Hukum-Politik,5.53106E-5
bangga,Hukum-Politik,1.1422844E-4
bangsa,Hukum-Politik,0.001580303
bangun,Hukum-Politik,0.0
bangunsiap,Hukum-Politik,5.711422E-5
banjir,Hukum-Politik,7.901514E-6
bantu,Hukum-Politik,0.0
banyak,Hukum-Politik,0.0
bapak,Hukum-Politik,0.0
baris,Hukum-Politik,2.6653302E-4
baru,Hukum-Politik,1.7383332E-4
basuki_btp,Hukum-Politik,3.8076145E-5
batal,Hukum-Politik,3.8076145E-5
bawa,Hukum-Politik,3.1606058E-5
bayang,Hukum-Politik,3.1606058E-5
bayar,Hukum-Politik,0.0
bbm,Hukum-Politik,3.9507573E-5
beda,Hukum-Politik,2.3704544E-5
been,Hukum-Politik,9.5190364E-5
begini,Hukum-Politik,2.3704544E-5
begitu,Hukum-Politik,0.0
bela,Hukum-Politik,2.3704544E-5
belakang,Hukum-Politik,0.0
beli,Hukum-Politik,0.0
beliau,Hukum-Politik,0.0
belum,Hukum-Politik,0.0
benar,Hukum-Politik,0.0
benci,Hukum-Politik,7.901514E-6
bentuk,Hukum-Politik,4.740909E-5
berani,Hukum-Politik,0.0
berapa,Hukum-Politik,7.901514E-6
beri,Hukum-Politik,4.740909E-5
berita,Hukum-Politik,0.0
bersih,Hukum-Politik,1.5803029E-5
besar,Hukum-Politik,5.53106E-5
besok,Hukum-Politik,0.0
betul,Hukum-Politik,6.3212115E-5
biar,Hukum-Politik,0.0
biasa,Hukum-Politik,3.1606058E-5
biaya,Hukum-Politik,0.0
bicara,Hukum-Politik,0.0
bijak,Hukum-Politik,1.5803029E-5
bikin,Hukum-Politik,9.481818E-5
bila,Hukum-Politik,1.5803029E-5
bilang,Hukum-Politik,1.5803029E-5
bisa,Hukum-Politik,0.0
blusukan,Hukum-Politik,1.5803029E-5
bodoh,Hukum-Politik,0.0
bohong,Hukum-Politik,4.740909E-5
boleh,Hukum-Politik,6.3212115E-5
boneka,Hukum-Politik,2.3704544E-5
bos,Hukum-Politik,2.3704544E-5
botMotivasi,Hukum-Politik,1.9038072E-5
btw,Hukum-Politik,1.9038072E-5
bu,Hukum-Politik,1.7134266E-4
buat,Hukum-Politik,0.0
budimandjatmiko,Hukum-Politik,1.9038072E-5
buka,Hukum-Politik,1.5803029E-5
bukan,Hukum-Politik,0.0
bukti,Hukum-Politik,6.3212115E-5
buku,Hukum-Politik,0.0
bulan,Hukum-Politik,3.1606058E-5
bung,Hukum-Politik,5.53106E-5
bungkus,Hukum-Politik,0.0
buruh,Hukum-Politik,0.0
butuh,Hukum-Politik,7.9015146E-5
by,Hukum-Politik,0.0
cak,Hukum-Politik,3.8076145E-5
calon,Hukum-Politik,0.0
capres,Hukum-Politik,0.0
cara,Hukum-Politik,0.0
cari,Hukum-Politik,0.0
catat,Hukum-Politik,7.615229E-5
cawapres,Hukum-Politik,1.2642423E-4
cawapresnya,Hukum-Politik,2.3704544E-5
cc,Hukum-Politik,0.0
celaka,Hukum-Politik,9.5190364E-5
cerdas,Hukum-Politik,0.0
chirpified,Hukum-Politik,9.5190364E-5
chirpstory,Hukum-Politik,1.5230458E-4
cilik,Hukum-Politik,6.3212115E-5
cina,Hukum-Politik,6.3212115E-5
cinta,Hukum-Politik,4.740909E-5
citra,Hukum-Politik,3.1606058E-5
coba,Hukum-Politik,4.740909E-5
cocok,Hukum-Politik,0.0
cont,Hukum-Politik,0.0
cukong,Hukum-Politik,7.111363E-5
cukup,Hukum-Politik,2.3704544E-5
culik,Hukum-Politik,7.901514E-6
cuma,Hukum-Politik,0.0
d,Hukum-Politik,0.0
daerah,Hukum-Politik,0.0
daftar,Hukum-Politik,7.901514E-6
dagang,Hukum-Politik,1.1422844E-4
dalam,Hukum-Politik,0.0
damping,Hukum-Politik,1.4222726E-4
dampingi,Hukum-Politik,0.0
dan,Hukum-Politik,0.0
dana,Hukum-Politik,1.5803029E-5
dapat,Hukum-Politik,0.0
dari,Hukum-Politik,1.5803029E-5
daripada,Hukum-Politik,0.0
datang,Hukum-Politik,1.5803029E-5
day,Hukum-Politik,1.2642423E-4
deh,Hukum-Politik,0.0
dekat,Hukum-Politik,7.615229E-5
deklarasi,Hukum-Politik,1.9038072E-5
demi,Hukum-Politik,3.617234E-4
demo,Hukum-Politik,0.0
demokrat,Hukum-Politik,3.4268532E-4
dengan,Hukum-Politik,0.0
dengar,Hukum-Politik,2.3704544E-5
depan,Hukum-Politik,0.0
detik,Hukum-Politik,0.0
detikcom,Hukum-Politik,0.0
di,Hukum-Politik,5.53106E-5
dia,Hukum-Politik,1.7383332E-4
dialog,Hukum-Politik,3.8076146E-4
didik,Hukum-Politik,0.0
diri,Hukum-Politik,2.3704544E-5
dki,Hukum-Politik,0.0
do,Hukum-Politik,0.0
dong,Hukum-Politik,0.0
dosa,Hukum-Politik,4.740909E-5
dua,Hukum-Politik,1.5803029E-5
dubes,Hukum-Politik,5.53106E-5
duet,Hukum-Politik,1.5803029E-5
duga,Hukum-Politik,1.5803029E-5
dukung,Hukum-Politik,0.0
dulu,Hukum-Politik,0.0
dunia,Hukum-Politik,0.0
eh,Hukum-Politik,0.0
ekonomi,Hukum-Politik,0.0
elite,Hukum-Politik,1.5803029E-5
emang,Hukum-Politik,0.0
era,Hukum-Politik,1.9038072E-5
etis,Hukum-Politik,0.0
fadjruL,Hukum-Politik,0.0
fakta,Hukum-Politik,1.5803029E-5
farhatabbaslaw,Hukum-Politik,0.0
fitnah,Hukum-Politik,7.901514E-6
for,Hukum-Politik,1.5803029E-5
foto,Hukum-Politik,0.0
frans_surya,Hukum-Politik,7.615229E-5
g,Hukum-Politik,0.0
ga,Hukum-Politik,1.5803029E-5
gabung,Hukum-Politik,5.711422E-5
gagal,Hukum-Politik,3.9507573E-5
gaji,Hukum-Politik,0.0
gak,Hukum-Politik,6.3212115E-5
galau,Hukum-Politik,0.0
gambar,Hukum-Politik,0.0
ganjar,Hukum-Politik,3.1606058E-5
gara,Hukum-Politik,7.901514E-6
gbk,Hukum-Politik,6.3212115E-5
giat,Hukum-Politik,0.0
gila,Hukum-Politik,7.901514E-6
grup,Hukum-Politik,0.0
gub,Hukum-Politik,2.3704544E-5
gubernur,Hukum-Politik,1.5803029E-5
guna,Hukum-Politik,4.740909E-5
guru,Hukum-Politik,0.0
h,Hukum-Politik,0.0
ha,Hukum-Politik,0.0
hadap,Hukum-Politik,3.0025755E-4
hadiah,Hukum-Politik,1.9038072E-5
hadir,Hukum-Politik,3.1606058E-5
hadiri,Hukum-Politik,0.0
hafidz_ary,Hukum-Politik,7.111363E-5
hak,Hukum-Politik,0.003921843
hal,Hukum-Politik,1.7134266E-4
ham,Hukum-Politik,0.0
hamzah,Hukum-Politik,1.8963635E-4
hanya,Hukum-Politik,0.0
hapus,Hukum-Politik,0.0
harap,Hukum-Politik,0.0
harga,Hukum-Politik,0.0
hari,Hukum-Politik,0.0
harus,Hukum-Politik,0.0
has,Hukum-Politik,9.5190364E-5
hasil,Hukum-Politik,6.3212115E-5
hati,Hukum-Politik,0.0
haz,Hukum-Politik,4.188376E-4
he,Hukum-Politik,3.9507573E-5
hebat,Hukum-Politik,5.53106E-5
heboh,Hukum-Politik,0.0
henti,Hukum-Politik,1.9038072E-5
hidup,Hukum-Politik,6.3212115E-5
hilang,Hukum-Politik,7.9015146E-5
hina,Hukum-Politik,2.3704544E-5
hingga,Hukum-Politik,0.0
hitam,Hukum-Politik,2.3704544E-5
honorer,Hukum-Politik,0.0
http,Hukum-Politik,0.0
httpt,Hukum-Politik,0.0
