content,original_id,from,date_created,sentiment,original_sentiment
'?@detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/1hM2PLiNTo? | Mobil SMK','461806413912621056','dwySa','2014-05-01 16:56:43','Other','Possibly Positive'
'Slank berharap Mahfud MD jadi pendamping Jokowi http://t.co/jWJHygiwA0 @Presiden2014com','461806395306692608','jojo_botak','2014-05-01 16:56:39','Other','Possibly Negative'
'RT @mala_mil: Pengamat: Gagasan Bank Tani Jokowi Realistis http://t.co/UbboUKwr48 via @Indopolitika #SayaPilihJokowi #JokowiforPresident #I?','461806333046829056','zazli1','2014-05-01 16:56:24','Other','Possibly Negative'
'Ane heran  Ente berdua malah ribut sama bawahan sendiri. Mengumbar-umbar kesalahan bawahan. @jokowi_do2 @basuki_btp','461806279296430080','BastianTokang','2014-05-01 16:56:11','Other','Possibly Negative'
'Ah omdo! @merdekadotcom: PDIP: Koalisi ramping Jokowi bukan kontra koalisi gemuk http://t.co/iTmOcqJ2aM #Politik','461806201433358336','Luqmanjambi','2014-05-01 16:55:53','Other','Possibly Negative'
'Amblans nya trus buat demo? RT @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/l53RLyCL4I','461806165488189440','abdlrhmnn','2014-05-01 16:55:44','Other','Possibly Positive'
'Ngapusi!RT @Seulangagroup: tpi di Aceh para serikat pekerja pada dukung jokowi jdi presiden #FYI','461806162212442112','abdi_nigan78','2014-05-01 16:55:43','Other','Possibly Negative'
'RT @TeguhHugett: Justru itu pak  mrka demo nuntut tuk dpt tunj kesehatan@detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli A?','461806092586999808','keripik_bergizi','2014-05-01 16:55:27','Other','Possibly Positive'
'@republikaonline lebih baik PKS dgn Golkar atau Gerindra.Jokowi cukup dgn Nasdem PKB &P3','461805972755734528','haposanm','2014-05-01 16:54:58','Other','Possibly Positive'
'Nah! @nonarray: whuahaha pendukung jokowi sibuk bikin fitnah baru.. hey coba tanya sendiri ke jokowi kenapa tidak berani datang ke GBK!','461805965776408576','opahcuki','2014-05-01 16:54:56','Other','Possibly Negative'
'#EE :  Dahlan sebut ide Jokowi hapus subsidi BBM rasional http://t.co/vbMxAvvnIy','461805906494124032','ArvandPutra','2014-05-01 16:54:42','Other','Possibly Positive'
'#Yh :  Dahlan sebut ide Jokowi hapus subsidi BBM rasional http://t.co/pXmnoZNmel','461805854140792833','ArvandPutra','2014-05-01 16:54:30','Other','Possibly Positive'
'Pake duit lo ya Jok! @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/zGS25O116y','461805838227628032','RezhaKihiro','2014-05-01 16:54:26','Other','Possibly Positive'
'Gak sabar liat Kabinet Profesional Jokowi  mungkin ada jg org partai tp yg qualified dan jumlahnya terbatas','461805733177077760','JasmevLampung','2014-05-01 16:54:01','Other','Possibly Positive'
'http://t.co/hIMLnHYHGC  pencapresan jokowi bisa d cabut& kembali ke batu tulisSabar pak jokowi  urus DKI dulu ya?  Klo succes d DKI 2019..','461805706144792576','sayutiandy','2014-05-01 16:53:54','Other','Possibly Positive'
'Semoga sungguhan & bukan bunglon (pura2) RT @AndyRWijaya: Relawan jokowi balik arah dukung prabowo http://t.co/zkhyNikhdr','461805660045180928','DialHasanPart1','2014-05-01 16:53:43','Other','Possibly Negative'
'Sorot Gunungkidul - Distribusi Soal UN Lancar  Revisi Nama Jokowi Tak Berpengaruh - Berita Gunungkidul http://t.co/KLZt5Xj7Vu','461805620711014400','monicaanggit_','2014-05-01 16:53:34','Other','Possibly Positive'
'Jokowi ga ngalamid Buruh ya? @detikcom Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/WfnYYgikKy','461805579208765440','MaulidMuhamadR','2014-05-01 16:53:24','Other','Possibly Positive'
'RT @i_today: PKB pekan depan umumkan dukungan kepada Jokowi - http://t.co/9VHTku3S2x http://t.co/bFu1shOpmJ','461805579422298112','ADUN57','2014-05-01 16:53:24','Other','Possibly Positive'
'Asuransi kesehatan Pak!mlh nyuruh  urunan -..- RT Drpd Demo Lbh Baik Buruh Patungan Beli Ambulans http://t.co/n599AUaOIH cc @jokowi_do2','461805504809799680','ayuajiasmoro','2014-05-01 16:53:06','Other','Possibly Positive'
'Dibalik Citra & Popularitas Palsu Jokowi http://t.co/3TCt0oYJpO lewat @galuhsari20','461805475151884288','erryfahmi','2014-05-01 16:52:59','Other','Possibly Negative'
'RT @agus_instrum: Berperilaku seperti tikus got  bukti jokowi sudah \'Disorientasi\'....  jokowi tak memiliki visi misi yg jelas.','461805436019015680','wir0sableng_212','2014-05-01 16:52:50','Other','Possibly Positive'
'RT @abubakarsidiq77: @Aymee_88 @SiPitung64 @Prabowo08 @budimandjatmiko @jokowi_do2 @semiaji_w itu dia si pitung buntung sarung kainya made ?','461805384844333057','Aymee_88','2014-05-01 16:52:38','Other','Possibly Positive'
'Pantasnya emang begitu RT @Presiden2014com: @jokowi_do2 PKB Pasrah ke Megawati soal Pendamping Jokowi http://t.co/eYNewLzfIk #Presiden2014','461805239939919872','ahmadsosas','2014-05-01 16:52:03','Negative','Negative'
'RT @nonarray: whuahaha pendukung jokowi sibuk bikin fitnah baru.. hey coba tanya sendiri ke jokowi kenapa tidak berani datang ke GBK!','461805209384407040','SidiqMuhd','2014-05-01 16:51:56','Other','Possibly Negative'
'@Aymee_88 @SiPitung64 @Prabowo08 @budimandjatmiko @jokowi_do2 @semiaji_w itu dia si pitung buntung sarung kainya made in cina ! Hahahaa','461805210965266432','abubakarsidiq77','2014-05-01 16:51:56','Other','Possibly Positive'
'RT @AndyRWijaya: Relawan jokowi balik arah dukung prabowo http://t.co/vnr5TlhsBL','461805202928979970','tysonaly81','2014-05-01 16:51:54','Other','Possibly Negative'
'cocok jadi cawapresnya Jokowi RT @wWIKOy: Abraham Samad ko makin lama makin keliatan ganteng yaaa ({}) #jokowisamad','461805166316879872','rahmanabraham','2014-05-01 16:51:46','Other','Possibly Positive'
'@mantriss jokowi bukan sosok yang besar dari keluarga ningrat  hidup ndak pernah susah dan dilatih untuk membunuh','461805162508476416','Pradhana_Adi','2014-05-01 16:51:45','Other','Possibly Positive'
'#TFB tajarz Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/9ckl5VGJqV #FOLLOWBACK tajarz','461805102974521344','tajarz','2014-05-01 16:51:31','Other','Possibly Positive'
'#JFB tajarz Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/PlZAPgbPOL #FOLLOWBACK tajarz','461805081411612672','tajarz','2014-05-01 16:51:25','Other','Possibly Positive'
'Relawan jokowi balik arah dukung prabowo http://t.co/vnr5TlhsBL','461805069122273280','AndyRWijaya','2014-05-01 16:51:23','Other','Possibly Negative'
'Buruh gak demo pak jokowi  hanya piknik :)?@detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/VC54lHJz7y?','461804981671034880','JefryMartin','2014-05-01 16:51:02','Other','Possibly Positive'
'Yaaah.. Kok gini..@detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/pjGpDPWMzv','461804975320866816','shellywoyla','2014-05-01 16:51:00','Other','Possibly Positive'
'RT @makhidir: Nah  harus ngomong apa lagi? ga mikir toh @detikcom :Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.?','461804863500734464','Syambari','2014-05-01 16:50:34','Other','Possibly Positive'
'Sewot ni yee RT @tribunnews: Jokowi Kritisi Kegiatan Hura-hura Buruh di GBK http://t.co/nvFhFfQfvh via @tribunnews','461804774111735809','andialamsyah09','2014-05-01 16:50:12','Other','Possibly Negative'
'RT @IwanPiliang: 18. #saatnyakeluarpakem Maka jika ada pemimpin spt @jokowi_do2 dg laku anti busisnes class  anti VVIP room  jd org biasa  ?','461804740729270272','SandraIP88','2014-05-01 16:50:04','Other','Possibly Positive'
'Berperilaku seperti tikus got  bukti jokowi sudah \'Disorientasi\'....  jokowi tak memiliki visi misi yg jelas.','461804729945702400','agus_instrum','2014-05-01 16:50:02','Other','Possibly Positive'
'whuahaha pendukung jokowi sibuk bikin fitnah baru.. hey coba tanya sendiri ke jokowi kenapa tidak berani datang ke GBK!','461804722639228928','nonarray','2014-05-01 16:50:00','Other','Possibly Negative'
'Dari pada Nyapres mening Urus  dulu JKT RT @detikcom  Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/VRvl6YmLdo','461804710194728961','safari_10','2014-05-01 16:49:57','Other','Possibly Positive'
'#VenzTime Menurut Jokowi  pemerintah seharusnya memberikan pendampingan  sehingga petani bisa menghasilkan pup... http://t.co/SHdBcl3qE6','461804675923058688','DNews_ID','2014-05-01 16:49:49','Other','Possibly Positive'
'#jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans - Detikcom http://t.co/B5xCrqPKLw','461804656021098496','infoJAKupdate','2014-05-01 16:49:44','Other','Possibly Positive'
'LOL RT @nirwan_anestesi: Kurapopo @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/8VDigYQfMv','461804639126433792','panca66','2014-05-01 16:49:40','Other','Possibly Positive'
'@IndonesiaCapres. Itu namanya plin-plan alias tdk konsisten   alias tdk berpendirian  relawan Jokowi balik arah dukung Prabowo  ada apa itu?','461804605509083136','Mjohnsamosir','2014-05-01 16:49:32','Other','Possibly Negative'
'Mau bikin Mega marah apa ..  Kata cak lontong :mikiiiiirrrr .... @rmolco: Jokowi Gamang Tanggapi Outsourcing http://t.co/LDYNkYdR2j','461804564677554176','rsuryaatmaja','2014-05-01 16:49:22','Positive','Positive'
'Kalo malam tahun baru?@tribunnews: Jokowi Kritisi Kegiatan Hura-hura Buruh di GBK http://t.co/71piZRxEk6 via @tribunnews','461804564182605824','slamet_Gold','2014-05-01 16:49:22','Other','Possibly Negative'
'Triak2 TNI antek cina keparat! Sebut nm aja kgk brani #Cemen @SiPitung64 @abubakarsidiq77 @Prabowo08 @budimandjatmiko @jokowi_do2 @semiaji_w','461804510843662336','Aymee_88','2014-05-01 16:49:09','Other','Possibly Negative'
'Mulai ketahuan RT @rmolco: Jokowi Gamang Tanggapi Outsourcing http://t.co/AEAaaPiGOu','461804459639582720','maz_abdullah','2014-05-01 16:48:57','Other','Possibly Positive'
'@anon_indonesia: Aku bkn tim sukses Jokowi. Aku hanya coba kenalkan karakteristik Jokowi yg langka  pd rakyat Indonesia ? addiems #MN','461804412130705409','SaifullahBonto','2014-05-01 16:48:46','Other','Possibly Positive'
'Beli mobil esemka pak..@detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/GCusWVfqCU','461804407143682048','armediaditya','2014-05-01 16:48:45','Other','Possibly Positive'
'RT @PartaiSocmed: Tahyul ah.. :) RT @Pelangisakti: Heboh Ada Sorotan Pelangi di Poster Jokowi  Warga Anggap Pertanda Jokowi Menang http://t?','461804362277220352','WJB__','2014-05-01 16:48:34','Other','Possibly Positive'
'@JohannesJunian1 @jokowi_do2 @PDI_Perjuangan banyak yg tulus. Tp koruptor yg membantu pasti punya agenda terselubung.','461804344455598080','FHaean','2014-05-01 16:48:30','Other','Possibly Positive'
'Makna Pemberian Ikat Kepala dari Suku Amarasi untuk Jokowi #JKW4P http://t.co/24SLv73sVN','461804322637238272','JKW4PPekanbaru','2014-05-01 16:48:25','Other','Possibly Positive'
'@AlexILukman @IwanPiliang @jokowi_do2 @PDI_Perjuangan @andrinof_a_ch @jasmev20 @cim76 @eriandi biasalah namanya juga capres','461804138125221888','rusdibedah','2014-05-01 16:47:41','Other','Possibly Negative'
'@M4ngU5il: Antara Kepentingan JIL & Jokowi Vs Kepentingan Bangsa & Prabowo by @Hafidz_Ary http://t.co/5GNbAwwgPg duel seru.','461804095989239808','adhewahyu','2014-05-01 16:47:31','Other','Possibly Positive'
'Tepat !! RT@detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/ino4zwLopB','461804099839610880','faris_ard','2014-05-01 16:47:31','Other','Possibly Positive'
'RT @justinbieberID: Widiiiiih  katanya ini mobil anggota Partai PDIP nih plat nya Bieber segala. Cucok nih kayaknya  Jokowi jgn jgn blb htt?','461804085797081088','tamaraerlinda','2014-05-01 16:47:28','Other','Possibly Positive'
'@anon_indonesia: Aku bkn tim Sukses @jokowi_do2 Aku hnya coba kenalkan Karakteristik\'Nya yg Langka  kpd Rakyat #Indonesia ? addiems #MN','461804040209195008','HaryadiSatoto','2014-05-01 16:47:17','Other','Possibly Positive'
'@dikrizal @farhatabbaslaw #eoohh #GakJelas gpp dari pada Sama Roma/jokowi yg waras mnding Sama eyang subur sma* tukang kawin #ufs','461803989315493888','Anha_rizki','2014-05-01 16:47:05','Other','Possibly Positive'
'@SiPitung64 @Prabowo08 @budimandjatmiko @jokowi_do2 @Aymee_88 @semiaji_w kamu bilang TNI ANTEK CINA ? Breani tanggung resiko?','461803912861736960','abubakarsidiq77','2014-05-01 16:46:47','Other','Possibly Negative'
'Relawan Yang Menunggu Bayaran tidak akan tahan jika tidak punya Visi Indonesia Baru. Relawan Jokowi bkn anonymous tp terverifikasi.','461803894494883841','JasmevLampung','2014-05-01 16:46:43','Other','Possibly Positive'
'@Aymee_88 kerjaan rakyat yg sudah MUAK sama CINA KEPARAT ... !!  @abubakarsidiq77 @Prabowo08 @budimandjatmiko @jokowi_do2 @semiaji_w','461803832826003456','SiPitung64','2014-05-01 16:46:28','Other','Possibly Negative'
'RT @koransumeks: Publik Inginkan Ryamizard Pendamping Jokowi  http://t.co/gz7CaiPHkK','461803832985411585','adens_29','2014-05-01 16:46:28','Other','Possibly Negative'
'RT @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/PZ4MdWTJRb','461803835057373184','shafirakr','2014-05-01 16:46:28','Other','Possibly Positive'
'RT @dgrusle: Indonesia lain butuh jendral penculik. Uhuk2 :D @WJB__: Jokowi sdh bekerja bertahun2. Banyak saksi ketulusan beliau. Indone?','461803828749164544','WJB__','2014-05-01 16:46:27','Other','Possibly Positive'
'Tahyul ah.. :) RT @Pelangisakti: Heboh Ada Sorotan Pelangi di Poster Jokowi  Warga Anggap Pertanda Jokowi Menang http://t.co/1clH6oimyu?','461803829109858305','PartaiSocmed','2014-05-01 16:46:27','Other','Possibly Positive'
'Elo yg babi!! >>> @SiPitung64 bisanya cuma omdo!! @abubakarsidiq77 @Prabowo08 @budimandjatmiko @jokowi_do2 @semiaji_w','461803809170141184','Aymee_88','2014-05-01 16:46:22','Negative','Negative'
'Bkn bela JOKOWI kambing buta neh.Tp masa iya qt mw memilih presiden yg dah jelas2 ga sayang am rkytnya? *PRABOWO prnh menculik& membantai!*','461803806825541632','nikky1411','2014-05-01 16:46:22','Other','Possibly Negative'
'RT @deddysitorus: Yg bayar dong yg dapat panggung @Kritik_Keras: Jokowi tolak  Ical tak jawab  hanya Prabowo hadiri Hari Buruh @merdekadotc?','461803810420047873','Presiden2014com','2014-05-01 16:46:22','Other','Possibly Negative'
'DETIK NEWS ? Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/4TtY5Eg46b','461803797782609921','Galih_RIG','2014-05-01 16:46:19','Other','Possibly Positive'
'@AlexILukman @IwanPiliang @jokowi_do2 @PDI_Perjuangan @andrinof_a_ch @jasmev20 @cim76 @eriandi Tau membawakan diri  hormat pd yg lbh tua.','461803780397223936','khairil0760','2014-05-01 16:46:15','Other','Possibly Positive'
'RT @artbyri: Hahahha ESemKa Cuma BaGIan tiPU2@FDMelati MENUJU~> @Presiden2014com PeNIpuMODel~> @jokowi_do2 aPA?LaYAk~>#Presiden2014 CuMaBUD?','461803776064491520','Presiden2014com','2014-05-01 16:46:14','Other','Possibly Negative'
'Ga nyambung! @detikcom Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/p2Aws1mSS2?','461803770960048128','widiautami','2014-05-01 16:46:13','Other','Possibly Positive'
'Partai NasDem Ungkap Rahasia Pendamping Jokowi http://t.co/O0sPwuhFBC #BeritaSumatera','461803757143986176','WartaSumatera','2014-05-01 16:46:10','Other','Possibly Negative'
'Indonesia lain butuh jendral penculik. Uhuk2 :D @WJB__: Jokowi sdh bekerja bertahun2. Banyak saksi ketulusan beliau. Indonesia bth Jokowi','461803752706416640','dgrusle','2014-05-01 16:46:09','Other','Possibly Positive'
'Nah @liputan6dotcom: Jokowi: Daripada Demo  Lebih Baik Buruh Beli Ambulans http://t.co/fGEI4qp4bM','461803723002753024','PSJakartaTimur','2014-05-01 16:46:02','Other','Possibly Positive'
'Pengamat: Gagasan Bank Tani Jokowi Realistis http://t.co/GTP04VX14y via @Indopolitika #SayaPilihJokowi #JokowiforPresident #Indonesia','461803695995244544','ddoksanti','2014-05-01 16:45:55','Other','Possibly Negative'
'Pengamat: Gagasan Bank Tani Jokowi Realistis http://t.co/mteJd1aSIp via @Indopolitika #SayaPilihJokowi #JokowiforPresident #Indonesia','461803696083316737','jahrir1','2014-05-01 16:45:55','Other','Possibly Negative'
'Pengamat: Gagasan Bank Tani Jokowi Realistis http://t.co/5VMBMqljgJ via @Indopolitika #SayaPilihJokowi #JokowiforPresident #Indonesia','461803696087506945','dewipermata99','2014-05-01 16:45:55','Other','Possibly Negative'
'Pengamat: Gagasan Bank Tani Jokowi Realistis http://t.co/fvESDbEji6 via @Indopolitika #SayaPilihJokowi #JokowiforPresident #Indonesia','461803696137859072','lamunan3','2014-05-01 16:45:55','Other','Possibly Negative'
'Pengamat: Gagasan Bank Tani Jokowi Realistis http://t.co/RgSpI6MVya via @Indopolitika #SayaPilihJokowi #JokowiforPresident #Indonesia','461803696305614848','rahmaazharir','2014-05-01 16:45:55','Other','Possibly Negative'
'Pengamat: Gagasan Bank Tani Jokowi Realistis http://t.co/UbboUKwr48 via @Indopolitika #SayaPilihJokowi #JokowiforPresident #Indonesia','461803696377323520','mala_mil','2014-05-01 16:45:55','Other','Possibly Negative'
'Pengamat: Gagasan Bank Tani Jokowi Realistis http://t.co/pB7ekikxZI via @Indopolitika #SayaPilihJokowi #JokowiforPresident #Indonesia','461803697064796163','srimulyasari45','2014-05-01 16:45:55','Other','Possibly Negative'
'Pengamat: Gagasan Bank Tani Jokowi Realistis http://t.co/YsKl8xrmlb via @Indopolitika #SayaPilihJokowi #JokowiforPresident #Indonesia','461803697081577473','zazli1','2014-05-01 16:45:55','Other','Possibly Negative'
'Dimana bangsa lain pada berlomba lomba...untuk menjadi bangsa yg beradap  menjadi bangsa yg maju....  Jokowi justru mengajarkan masuk kegot.','461803666299564033','agus_instrum','2014-05-01 16:45:48','Other','Possibly Positive'
'RT @mala_mil: Ucapkan Selamat Hari Buruh  Jokowi Komitmen Akan Wujudkan Tiga Layak Bagi Buruh http://t.co/iVtaUTOcPg #SayaPilihJokowi #Joko?','461803653515718656','zazli1','2014-05-01 16:45:45','Other','Possibly Positive'
'Kalo malem tau baru pak?@tribunnews: Jokowi Kritisi Kegiatan Hura-hura Buruh di GBK http://t.co/71piZRxEk6 via @tribunnews','461803643612565504','slamet_Gold','2014-05-01 16:45:43','Other','Possibly Negative'
'RT @artbyri: Mantab@kritik_us: Ngok RT @VIVAnews: Demo di Istana  Buruh Tolak Jokowi Jadi Presiden http://t.co/kZLc0gTCLL #VIVAPemilu @Pr?','461803638902374400','Presiden2014com','2014-05-01 16:45:42','Other','Possibly Negative'
'RT @kritik_us: Naik Jet Pribadi ===?Jokowi Kritisi Kegiatan Hura-hura Buruh di GBK http://t.co/JOdVX1ZE53 @Presiden2014com','461803604672659456','Presiden2014com','2014-05-01 16:45:33','Other','Possibly Positive'
'@Aymee_88 antek CINA KEPARAT salah satu nya ente LEBIH NAJIS drpd BABI @abubakarsidiq77 @Prabowo08 @budimandjatmiko @jokowi_do2 @semiaji_w','461803430499995649','SiPitung64','2014-05-01 16:44:52','Negative','Negative'
'RT @yho2ch_22: Biar bisa di boongin hahaha@AndreRehiary: Nah  makin jelas @Presiden2014com: Jokowi Mendapat Duku http://t.co/NeGlh5TqMa #?','461803398900105216','Presiden2014com','2014-05-01 16:44:44','Positive','Positive'
'Ga sekalian arisan !! @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/FF4unWnmFO','461803387814559745','ApriliaNs3','2014-05-01 16:44:42','Other','Possibly Positive'
'daripada ujung2nya ngrepotin rumah sakit yakeun mas joko ? RT @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans','461803380218683392','daudmarchell','2014-05-01 16:44:40','Other','Possibly Positive'
'RT @deddysitorus: Kwkwk  siapa yg bayar demonya? Anak2 jg tahu @MohammadRivai: Demo di Istana  Buruh Tolak Jokowi  http://t.co/VJvVKQO4Ls ?','461803330465841152','Presiden2014com','2014-05-01 16:44:28','Other','Possibly Negative'
'Jrenk @kritik_us: Naik Jet Pribadi ===?Jokowi Kritisi Kegiatan Hura-hura Buruh di GBK http://t.co/Ph05wxojj6 @Presiden2014com','461803290422816768','Restyies','2014-05-01 16:44:18','Other','Possibly Positive'
'Namun apa yang terjadi? Triwulan pertama baru terserap 4 5 %. Ini KETOPRAK apa DAGELAN? Jawab sendiri aja Pak @jokowi_do2 & @basuki_btp','461803285041524737','BastianTokang','2014-05-01 16:44:17','Other','Possibly Positive'
'Distribusi Soal UN Lancar  Revisi Nama Jokowi Tak Berpengaruh http://t.co/rKZhByITE7','461803274950422528','sorotGK','2014-05-01 16:44:15','Other','Possibly Positive'
'Mari pandang indonesia baru.... dengan mendukung Luhut binsar purn TNI jadi cawapres jokowi','461803261867986944','jaonileo','2014-05-01 16:44:12','Negative','Negative'
'RT @JasmevLampung: Mengapa Jokowi?Tulus Tak Banyak Hutang Muda  Visioner dan Eksekutor Laparang yg handal. Terobosan2nya dinanti2  masyarak?','461803261251440640','Presiden2014com','2014-05-01 16:44:12','Other','Possibly Negative'
'#Macet #Jokowi macet kedua arah pkul 16.00 tutp arah puncak #JakartaMacet','461803236362424320','jekewi','2014-05-01 16:44:06','Negative','Negative'
'Jokowi sudah bekerja bertahun2. Komitmennya tidam dibangun dengan pura2. Banyam saksi atas ketulusan beliau. Indonesia butuh Jokowi.','461803231836778496','WJB__','2014-05-01 16:44:05','Other','Possibly Positive'
'Buat bawa siapa?? RT @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/hqdJ9r7UPL','461803232285569024','syakillaindah','2014-05-01 16:44:05','Other','Possibly Positive'
'Buruh demo di bayar  gak pake duit sendiri @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/lxe0hcgsRM','461803189855981568','sriendang100','2014-05-01 16:43:55','Positive','Positive'
'Mengapa Jokowi?Tulus Tak Banyak Hutang Muda  Visioner dan Eksekutor Laparang yg handal. Terobosan2nya dinanti2  masyarakat @Presiden2014com','461803155122946048','JasmevLampung','2014-05-01 16:43:46','Other','Possibly Negative'
'RT @IndonesiaCapres: Relawan Jokowi (Adik Ipar Foke) Balik Arah Dukung Prabowo http://t.co/XwgNtgOOAv','461803145304084480','RustantoHeri','2014-05-01 16:43:44','Other','Possibly Negative'
'CINA KEPARAT yg rumahnya dibakar di jakarta ...takut tuh dia ! @abubakarsidiq77 @Prabowo08 @budimandjatmiko @jokowi_do2 @Aymee_88 @semiaji_w','461803107798642689','SiPitung64','2014-05-01 16:43:35','Other','Possibly Negative'
'Sebut namanye!! TNI antek cina!  @SiPitung64 @abubakarsidiq77 @Prabowo08 @budimandjatmiko @jokowi_do2 @semiaji_w','461803082334994432','Aymee_88','2014-05-01 16:43:29','Other','Possibly Negative'
'Sama2 ada huruf \'W\' nya RT@srimurtopo: Lha awakmu dukung sopo?RT @FajarWidodo: serikat buruh dukung Prabowo. serikat tani dukung Jokowi.','461803051112595456','azeezy84','2014-05-01 16:43:21','Negative','Negative'
'RT @PUTRIEbatavia: Apresiasi tuk kaum buruh @MohammadRivai: CATAT -> Demo di Istana  Buruh Tolak Jokowi Jadi Presiden http://t.co/pt6lRuVT?','461803040454897664','maenggok','2014-05-01 16:43:19','Other','Possibly Negative'
'@tribunnews dasar jokowi antik antik asing.. Yg dibelanyakan yg punya perusahaan bukan buruhnya...','461803027989401601','zuldesId','2014-05-01 16:43:16','Positive','Positive'
'@jokowi_do2 gaji guru GTT madrasah 100 ribu/bulan itupun sering nunggak smp 6 bln baru dibayar karna sekolah gk da dana.kami mhn bantuan bpk','461803027268001792','anywulandari4','2014-05-01 16:43:16','Other','Possibly Positive'
'Kurapopo @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/62VNcsAuuF','461803007248576514','nirwan_anestesi','2014-05-01 16:43:11','Other','Possibly Positive'
'nah... @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/iOuQLe7sVD','461802949253922817','praptomilano','2014-05-01 16:42:57','Other','Possibly Positive'
'Kwkwk  siapa yg bayar demonya? Anak2 jg tahu @MohammadRivai: Demo di Istana  Buruh Tolak Jokowi  http://t.co/VJvVKQO4Ls @Presiden2014com','461802944375947264','deddysitorus','2014-05-01 16:42:56','Other','Possibly Negative'
'Sok-sok\'an dia! @PrijantoRabbani RT @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli Ambulans http://t.co/yha3C8oE60','461802925669769216','fifapurwataruna','2014-05-01 16:42:52','Other','Possibly Positive'
'NAH! (y) nice RT @VIVAnews: Demo di Istana  Buruh Tolak Jokowi Jadi Presiden http://t.co/XbLpU8V8hZ  #VIVAPemilu','461802921831587841','mas_putranto','2014-05-01 16:42:51','Other','Possibly Positive'
'Jokowi nggak mendidik...  jokowi \' ngajak \' rakyat indonesia jadi bangsa yang bodoh..primitif ...terbelakang.','461802872191987712','agus_instrum','2014-05-01 16:42:39','Other','Possibly Negative'
'Gk kebalik bknnya Jokowi yg diserang? RT@IndonesiaCapres Relawan Jokowi (Adik Ipar Foke) Balik Arah Dukung Prabowo http://t.co/sXgKm59GQ2','461802852722032640','SiregarYesa','2014-05-01 16:42:34','Other','Possibly Negative'
'Bapak taun baru hurahura ga buat beli ambulan aja RT @detikcom: Jokowi: Daripada Demo  Lebih Baik (cont) http://t.co/qliKvKWBjl','461802848020226048','Rvanzz','2014-05-01 16:42:33','Other','Possibly Positive'
'@SBYudhoyono @jokowi_do2 @basuki_btp Macet dimana-mana  tapi pemerintah mendukung produksi mobil murah (Asing) ? http://t.co/CeVKgnuHOO','461802786259083265','Coxie_15','2014-05-01 16:42:18','Other','Possibly Positive'
'Guru Honorer: Selain ambulans  MAKMURKAN kami pencetak pelopor bangsa RT @detikcom: Jokowi: Daripada Demo  Lebih Baik Buruh Patungan Beli','461802758597668864','Denis_Akung','2014-05-01 16:42:12','Other','Possibly Positive'
'Hmm ...masih dibelakang @jokowi_do2 kah @EepSFatah ?','461802736749514752','Anonym0X0','2014-05-01 16:42:06','Other','Possibly Negative'
'Apresiasi tuk kaum buruh @MohammadRivai: CATAT -> Demo di Istana  Buruh Tolak Jokowi Jadi Presiden http://t.co/pt6lRuVTdJ @Presiden2014com','461802657959526400','PUTRIEbatavia','2014-05-01 16:41:48','Other','Possibly Negative'
'RT @Presiden2014com: @jokowi_do2 Jokowi Mendapat Dukungan Serikat Petani Indonesia http://t.co/jUqYgepI7r #Presiden2014','461802659205230592','merdeka77','2014-05-01 16:41:48','Other','Possibly Positive'
